customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,profit
653,Maxy,Hurles,Male,68,1/28/1968,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19,52,2623.84
654,Noelani,Andreuzzi,Female,2,5/19/1993,Administrative Officer,Manufacturing,Affluent Customer,N,No,5,27,1884.87
655,Stuart,Gebhardt,Male,64,11/25/1974,General Manager,Manufacturing,Affluent Customer,N,Yes,19,46,5753.88
656,Marty,Lebreton,Female,80,11/17/1978,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8,42,3749.56
657,Hoyt,,Male,66,2/18/1993,Safety Technician II,Manufacturing,Affluent Customer,N,No,10,27,2729
658,Donn,Bonnell,Male,38,1/24/1944,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8,76,2596.17
659,Natalee,Stringman,Female,44,10/9/1979,,Financial Services,Affluent Customer,N,Yes,15,41,2481.28
660,Stormi,,Female,82,7/29/1995,Geological Engineer,Manufacturing,High Net Worth,N,No,6,25,3839.45
661,Cinderella,Haslen,Female,35,5/7/1988,Sales Associate,IT,High Net Worth,N,No,14,32,3308.09
662,Bonnibelle,Imos,Female,41,7/4/1967,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5,53,3873
663,Massimo,Seymour,Male,27,7/17/1997,VP Sales,Property,Affluent Customer,N,Yes,3,23,2132.79
664,Mathe,Scatcher,Male,38,10/5/1994,Research Nurse,Health,High Net Worth,N,No,4,26,1939.2
665,Chan,Kirckman,Male,82,4/19/1997,Human Resources Assistant I,n/a,Mass Customer,N,No,5,23,6260.02
666,Anselma,Ricardon,Female,82,11/1/1983,Social Worker,Health,High Net Worth,N,Yes,15,37,2459.76
667,Nicoline,Samwayes,Female,62,3/19/1994,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3,26,3802.78
668,Ebony,Threadgall,Female,61,8/26/1966,Junior Executive,Health,Mass Customer,N,No,7,54,4375.98
669,Fleur,Whittlesea,Female,73,11/2/1980,Research Associate,n/a,Mass Customer,N,No,3,40,5513.28
670,Janifer,Pountain,Female,75,11/9/1992,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8,28,1542.17
671,Aristotle,Vanni,Male,49,7/25/1984,,Argiculture,Mass Customer,N,No,5,36,5393.05
672,Kleon,Pallatina,Male,53,1/12/1977,Analog Circuit Design manager,Retail,High Net Worth,N,No,12,43,3633.14
673,Artie,Ommanney,Male,35,6/27/1975,VP Sales,Health,Mass Customer,N,Yes,4,45,2058.7
674,Dalila,Rosel,Female,61,8/22/1954,Developer II,n/a,Mass Customer,N,No,5,66,3008.86
675,Sharl,Wiggin,Female,37,12/19/1976,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17,44,1396.62
676,Curtis,,Male,51,5/19/1968,Senior Editor,n/a,High Net Worth,N,Yes,14,52,2894.85
677,El,Toupe,Male,59,7/28/1997,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5,23,940.36
678,Ambur,Symcoxe,Female,57,8/31/1995,Accounting Assistant II,IT,High Net Worth,N,No,2,25,1746.22
679,Yolande,Whild,Female,29,10/21/1974,Registered Nurse,Health,Mass Customer,N,No,12,46,3551.24
680,Gay,Pickersgill,U,22,,,IT,High Net Worth,N,Yes,,,3291.43
681,Jobyna,Elgey,Female,55,9/18/1978,VP Product Management,Manufacturing,Mass Customer,N,Yes,17,42,2244.19
682,Ole,Euplate,Male,53,3/16/1971,Health Coach IV,Health,Affluent Customer,N,Yes,7,49,5428.94
683,Brennan,Gagen,Male,60,5/16/1962,,Manufacturing,Mass Customer,N,Yes,10,58,1478.67
684,Malvin,,Male,88,7/3/1987,Desktop Support Technician,Financial Services,Mass Customer,N,No,14,33,2431.6
685,Booth,Birkin,U,28,,Senior Developer,IT,Mass Customer,N,No,,,5218.2
686,Hallie,Le feaver,Female,60,7/17/1954,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5,66,2073.81
687,Welby,Ninnotti,Male,25,2/10/1959,Executive Secretary,Retail,High Net Worth,N,Yes,5,61,812.72
688,Baron,Bullus,Male,90,2/15/1969,Junior Executive,Health,High Net Worth,N,No,9,51,2967.8
689,Hamnet,Berford,Male,91,5/19/1966,Senior Developer,Entertainment,High Net Worth,N,Yes,16,54,541.33
690,Lindsey,,Male,95,3/27/1987,Assistant Professor,n/a,Affluent Customer,N,Yes,17,33,3650.5
691,Carver,Carwardine,Male,29,8/25/1954,,Financial Services,Affluent Customer,N,Yes,5,66,5678.4
692,Goraud,Ayling,Male,42,12/25/1987,Database Administrator IV,Property,Mass Customer,N,No,7,33,5027.49
693,Bambi,Hebblethwaite,Female,46,10/27/1970,,Financial Services,Affluent Customer,N,Yes,19,50,3763.92
694,Lilith,Lanning,Female,66,12/28/1968,Media Manager III,Health,Mass Customer,N,No,13,52,2400.83
695,Kevan,Kubal,Male,36,11/30/1977,Engineer II,Health,High Net Worth,N,No,11,43,4659
696,Arch,Gaitskill,Male,57,2/6/1966,Programmer Analyst II,n/a,Affluent Customer,N,Yes,6,54,1879.14
697,Weston,Brokenshaw,Male,25,11/29/1986,Environmental Specialist,Entertainment,Mass Customer,N,No,10,34,3996.6
698,Ellette,Fahy,Female,90,7/20/1996,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1,24,1295.96
699,Mirabella,Richter,Female,16,8/4/1972,Account Representative IV,IT,Affluent Customer,N,Yes,16,48,976.24
700,Josias,Mulliner,Male,67,2/20/1990,,Financial Services,Mass Customer,N,No,4,30,4618.11
701,Ransell,Ruler,Male,18,5/1/1956,Food Chemist,Health,Mass Customer,N,Yes,8,64,2215.56
702,Zorina,Bosomworth,Female,72,2/9/1960,Help Desk Technician,n/a,Mass Customer,N,No,8,60,1905.88
703,Ethelda,,Female,66,10/31/1966,,Property,Mass Customer,N,No,15,54,4928.8
704,Lindsay,Acaster,Female,49,12/8/1998,Research Nurse,Health,Mass Customer,N,No,4,22,4034.46
705,Eddie,Yekel,Male,48,1/16/1964,Quality Engineer,Retail,High Net Worth,N,No,14,56,502.12
706,Kane,Gaffer,Male,44,1/6/1990,Media Manager IV,Financial Services,High Net Worth,N,Yes,5,30,7109.4
707,Homere,Rounds,Male,97,7/23/1973,Executive Secretary,n/a,Mass Customer,N,Yes,7,47,3368.2
708,Idalina,Wilcot,Female,31,2/15/1987,Safety Technician II,IT,Mass Customer,N,Yes,10,33,2145.83
709,Holly,Cavil,Female,83,12/11/1979,Accountant III,Financial Services,Mass Customer,N,Yes,5,41,3243.3
710,Benton,Oakly,Male,76,3/1/1970,Sales Representative,Retail,High Net Worth,N,Yes,13,50,6431.69
711,Audrey,Vickerman,Female,60,3/3/1972,,n/a,Affluent Customer,N,No,7,48,2685.62
712,Norine,Antonik,Female,22,5/20/1961,,IT,Mass Customer,N,No,14,59,4581.46
713,Adena,Northedge,Female,34,9/26/1994,Help Desk Technician,n/a,Mass Customer,N,Yes,4,26,1891.1
714,Burtie,Scintsbury,Male,12,7/13/1964,,Manufacturing,High Net Worth,N,Yes,15,56,3806.14
715,Royal,Shinn,Male,50,9/7/1968,Junior Executive,n/a,Mass Customer,N,No,6,52,2410.24
716,Trescha,Preshous,Female,31,11/9/1979,Social Worker,Health,Mass Customer,N,No,11,41,3777.53
717,Basilius,Spieck,Male,65,11/20/1976,VP Product Management,Manufacturing,Mass Customer,N,Yes,11,44,1857.27
718,Cathe,Lorriman,Female,38,2/18/1978,Engineer I,Manufacturing,Mass Customer,N,Yes,7,42,2164.08
719,Pattin,Weathey,Male,2,12/30/1953,Administrative Officer,Retail,Mass Customer,N,No,14,67,4227.84
720,Darrel,Canet,Male,67,10/23/1931,Recruiting Manager,Retail,Affluent Customer,N,No,6,89,7212.17
721,Harmonia,Cornock,Female,84,8/9/1993,Account Representative III,n/a,Affluent Customer,N,Yes,1,27,6579.62
722,Stewart,Brosoli,Male,69,3/17/1956,Marketing Manager,IT,Mass Customer,N,No,5,64,2934.44
723,Madelina,Marte,Female,41,8/20/1963,Food Chemist,Health,Mass Customer,N,Yes,6,57,3489.96
724,Heinrik,Norcock,Male,7,8/5/1975,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4,45,5073.27
725,Gage,Crossan,Male,61,8/27/1965,Design Engineer,Health,High Net Worth,N,Yes,19,55,7321.5
726,Norma,Blackbourn,Female,69,2/10/1978,Information Systems Manager,Health,Mass Customer,N,Yes,10,42,2965.76
727,Lenci,Duerden,Male,98,10/10/1978,Senior Editor,Manufacturing,Mass Customer,N,No,3,42,3970.03
728,Winthrop,Corser,Male,60,10/3/1956,VP Accounting,Financial Services,Mass Customer,N,Yes,8,64,6411.76
729,Ammamaria,Standbridge,Female,30,10/23/1973,Analog Circuit Design manager,Health,Affluent Customer,N,No,11,47,10497.78
730,Robb,Poll,Male,42,7/25/1968,Web Designer IV,n/a,Mass Customer,N,No,14,52,3182.99
731,Lorenza,Cawthorne,Female,57,12/4/1969,,n/a,Mass Customer,N,No,6,51,2695.4
732,Bonita,Gethins,Female,71,1/21/1967,Actuary,Financial Services,Mass Customer,N,No,5,53,3269.12
733,Ham,Mayoh,Male,25,11/30/1973,,Manufacturing,Mass Customer,N,No,13,47,8210.3
734,Leicester,Fynes,Male,34,7/6/1980,Programmer III,Retail,Affluent Customer,N,No,11,40,1140.15
735,Khalil,Pennings,Male,33,4/20/1965,Assistant Manager,Financial Services,Mass Customer,N,Yes,11,55,3025.33
736,Sansone,Eastcourt,Male,41,5/24/1974,Help Desk Operator,n/a,High Net Worth,N,No,8,46,4151.86
737,Sisely,Oppy,Female,75,7/11/1983,Systems Administrator III,n/a,Mass Customer,N,No,16,37,4480.09
738,Bunnie,Whines,Female,51,12/8/1984,,Argiculture,Mass Customer,N,Yes,9,36,4706.86
739,Arnie,Zorn,Male,36,12/13/1964,Senior Editor,Manufacturing,Mass Customer,N,No,8,56,4842.2
740,Farr,Butterick,Male,9,8/18/1994,,Financial Services,Affluent Customer,N,No,6,26,2083.73
741,Cristionna,Mapes,Female,16,2/15/1979,,n/a,Mass Customer,N,No,11,41,1091.14
742,Dexter,Robelin,Male,55,4/24/1966,Senior Developer,Manufacturing,Mass Customer,N,No,15,54,1246.11
743,Pattin,Morican,Male,89,4/6/1981,VP Accounting,Financial Services,Mass Customer,N,Yes,13,39,4599.29
744,Heinrik,,Male,54,8/30/1977,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,43,1267.68
745,Dotty,Maylott,Female,84,3/22/1978,,Manufacturing,Mass Customer,N,Yes,13,42,2066.03
746,Aldo,Waistall,Male,47,7/29/1964,Business Systems Development Analyst,n/a,Affluent Customer,N,Yes,17,56,1779.16
747,Eula,Bruni,Female,91,4/24/1978,Database Administrator II,n/a,Mass Customer,N,No,7,42,571.38
748,Linet,Postill,Female,51,4/21/1981,VP Marketing,Financial Services,High Net Worth,N,No,7,39,3516
749,Andreas,Cosin,Male,47,8/1/1972,Environmental Specialist,Argiculture,Mass Customer,N,No,19,48,1830.72
750,Izaak,Gisborne,Male,42,4/8/1995,Analyst Programmer,Retail,Affluent Customer,N,Yes,7,25,5391.71
751,Amie,Dufty,Female,41,10/31/2001,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1,19,96.62
752,Kalil,Palombi,Male,13,6/27/1961,Speech Pathologist,Financial Services,High Net Worth,N,No,12,59,2952.01
753,Josy,St. Quentin,Female,82,3/7/1970,Food Chemist,Health,Affluent Customer,Y,Yes,6,50,7727.17
754,Patsy,Beefon,Female,15,7/28/1979,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,41,93.01
755,Baily,Imison,Male,31,7/13/1993,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,27,847.22
756,Carin,Lauthian,Female,65,9/25/1974,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16,46,2121.61
757,Kinsley,Klimus,Male,91,5/13/1977,Environmental Tech,Financial Services,Mass Customer,N,No,18,43,2946.73
758,Teena,Birrel,Female,99,4/7/1967,,Manufacturing,High Net Worth,N,Yes,11,53,165.58
759,Mitchel,Schimek,Male,89,4/18/1963,Clinical Specialist,Health,High Net Worth,N,No,13,57,2956.48
760,Shamus,Fyndon,Male,46,3/2/1978,Assistant Professor,n/a,Mass Customer,N,Yes,18,42,4847.05
761,Vaughan,McCromley,Male,12,11/27/1977,Media Manager II,Health,Affluent Customer,N,Yes,4,43,1896.39
762,Kerwin,Jossel,Male,91,3/6/1980,Environmental Specialist,n/a,Mass Customer,N,Yes,22,40,2347.98
763,Benita,Cuffley,Female,95,11/5/1987,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12,33,3894.51
764,Samuel,Stiff,Male,40,3/16/1977,Environmental Tech,Financial Services,Mass Customer,N,Yes,22,43,1364.06
765,Valeria,Chazette,Female,50,8/31/1984,,Retail,Affluent Customer,N,No,16,36,5070.62
766,Nonna,Hun,Female,16,4/22/1975,,Retail,Mass Customer,N,Yes,14,45,2271.93
767,Gustav,Kos,Male,70,12/16/1955,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11,65,2438.84
768,Alexia,Wolford,Female,5,1/14/1974,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21,46,5580.57
769,Cameron,Letherbury,Male,65,12/28/1961,Analog Circuit Design manager,IT,Mass Customer,N,No,12,59,5070.24
770,Zara,Maccaddie,Female,10,2/5/1984,Software Consultant,IT,High Net Worth,N,Yes,13,36,4457.48
771,Lammond,MacGeffen,Male,12,3/12/1964,,n/a,Affluent Customer,N,Yes,8,56,3155.81
772,Lorianna,Vidyapin,Female,12,12/26/1998,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4,22,4423.8
773,Robbie,Handaside,Male,77,2/12/1985,,Financial Services,Affluent Customer,N,Yes,20,35,5907.35
774,Phelia,Perotti,Female,79,11/27/1998,Operator,Manufacturing,High Net Worth,N,No,1,22,144.26
775,Nikita,Kilby,Male,66,9/21/1982,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4,38,2862.33
776,Stanley,Seven,Male,30,9/24/1980,Financial Analyst,Financial Services,High Net Worth,N,No,20,40,2201.86
777,Wolfgang,Tarrier,Male,2,1/9/1993,Paralegal,Financial Services,High Net Worth,N,No,4,27,3184.33
778,Stacy,Pozzi,Male,24,11/17/1976,Assistant Professor,Manufacturing,High Net Worth,N,No,13,44,916.32
779,Maddy,Larrat,Female,1,2/10/1992,Staff Accountant III,Health,High Net Worth,N,No,7,28,2465.81
780,Kim,,Female,24,10/12/1973,Professor,Financial Services,Mass Customer,N,No,20,47,798.62
781,Elvis,O'Leagham,Male,80,11/15/1958,Legal Assistant,Manufacturing,Mass Customer,N,No,17,62,2256.31
782,Bevvy,Siegertsz,Female,30,8/29/1976,Geological Engineer,Manufacturing,Mass Customer,N,No,17,44,3627.17
783,Rudd,Strangeways,Male,6,7/25/1985,Information Systems Manager,Retail,Affluent Customer,N,No,14,35,3498.86
784,Frederik,Duckett,Male,10,1/24/1977,Accounting Assistant III,IT,High Net Worth,N,Yes,22,43,304.07
785,Anthea,Guesford,Female,48,8/26/1979,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18,41,1813.12
786,Francklin,Ubanks,Male,34,2/14/1985,,Financial Services,Affluent Customer,N,No,16,35,3828.74
787,Norma,Batrim,Female,29,12/15/1996,,Retail,Affluent Customer,N,Yes,2,24,6646
788,Gregg,Townsend,Male,62,7/1/1964,Social Worker,Health,Mass Customer,N,No,11,56,4228.66
789,Gabrielle,Giraudot,Female,69,4/28/1978,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14,42,2892.76
790,Yvonne,,Female,22,3/24/1968,Senior Editor,n/a,Affluent Customer,N,No,15,52,4889.11
791,Tootsie,Hurt,Female,3,9/29/1968,Professor,Manufacturing,Mass Customer,N,Yes,14,52,3819
792,Mitch,Rains,Male,10,11/19/1975,Structural Engineer,n/a,High Net Worth,N,Yes,4,45,3295.65
793,Kissie,Delong,Female,97,1/30/1989,Actuary,Financial Services,High Net Worth,N,Yes,9,31,4778.33
794,Scott,Ommundsen,Male,99,5/12/1955,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16,65,4248.67
795,Cassy,Awdry,Female,35,8/20/1973,Environmental Tech,Financial Services,High Net Worth,N,No,18,47,2785.98
796,Ira,Lamlin,Female,8,5/27/1997,Financial Analyst,Financial Services,Mass Customer,N,No,2,23,3815.93
797,Meridel,Rawet,Female,51,10/20/1973,Internal Auditor,Financial Services,Mass Customer,N,No,19,47,2277.96
798,Dorita,Blackburne,Female,22,5/20/1988,Teacher,Financial Services,High Net Worth,N,No,5,32,1691.81
799,Harland,Spilisy,U,39,,Programmer I,IT,Mass Customer,N,Yes,,,7142.2
800,Quint,Popov,Male,68,12/31/1978,Account Coordinator,Manufacturing,Mass Customer,N,No,8,42,3239.48
801,Bertram,Linn,Male,28,10/8/1980,Geologist IV,n/a,Affluent Customer,N,No,20,40,254.63
802,Ailyn,Carberry,Female,50,2/20/1986,Financial Analyst,Financial Services,Mass Customer,N,No,3,34,2893.2
803,Nina,Murcutt,Female,96,11/11/1999,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3,21,1746.55
804,Henrietta,Seater,Female,98,6/17/1999,Technical Writer,n/a,High Net Worth,N,Yes,1,21,3065.9
805,Jorrie,Hanhardt,Female,48,4/19/1960,Electrical Engineer,Manufacturing,Mass Customer,N,No,10,60,2795.75
806,Carter,Kaesmakers,Male,66,7/28/1992,Sales Representative,Retail,Mass Customer,N,Yes,7,28,2189.57
807,Lorne,Quested,Female,48,11/25/1980,Safety Technician I,n/a,Affluent Customer,N,No,16,40,2491.13
808,Nigel,Phippard,Male,21,11/21/1979,Social Worker,Health,High Net Worth,N,Yes,17,41,2119.72
809,Nevsa,Washtell,Female,83,10/23/1977,Biostatistician III,Health,Mass Customer,N,No,18,43,492.74
810,Fawnia,Bartrum,Female,24,4/4/1998,Software Test Engineer IV,Health,Mass Customer,N,Yes,1,22,945.16
811,Ive,Chapelhow,Male,6,1/13/1984,Nurse Practicioner,n/a,Mass Customer,N,No,8,36,496.62
812,Coral,Dunkirk,Female,1,9/22/1989,,Financial Services,Mass Customer,N,No,16,31,566.34
813,Lisette,Nesbit,Female,12,3/21/1962,Account Representative III,Health,Mass Customer,N,No,14,58,1633.61
814,Raffarty,Giacomoni,Male,60,12/23/1959,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14,61,2154.13
815,Caryn,Sampey,Female,47,7/6/1974,,Manufacturing,Mass Customer,N,Yes,22,46,5081.3
816,Donni,Boor,Female,71,1/10/1957,Product Engineer,Manufacturing,Mass Customer,N,No,15,63,1098.4
817,Niel,Abilowitz,Male,38,4/8/1992,Editor,Financial Services,Mass Customer,N,Yes,6,28,2328.93
818,Beverie,Bosanko,Female,17,12/21/1973,Chemical Engineer,Manufacturing,Mass Customer,N,No,11,47,3028.84
819,Temp,Thebeau,Male,7,7/17/1975,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5,45,2558.04
820,Cecilia,Chipchase,Female,12,1/6/1977,,Financial Services,High Net Worth,N,No,16,43,4534.03
821,Gregoor,Aronovitz,Male,41,7/24/1981,Financial Analyst,Financial Services,Mass Customer,N,Yes,7,39,2925.75
822,Ardis,Tomlett,Female,67,10/23/1974,Sales Associate,Health,High Net Worth,N,No,17,46,802.26
823,Stesha,Morecombe,Female,91,2/17/1990,Internal Auditor,Manufacturing,Affluent Customer,N,No,9,30,5811.3
824,Fleurette,Whardley,Female,97,2/27/1977,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12,43,4137.78
825,Willis,Whyler,Male,17,8/15/1975,Computer Systems Analyst IV,n/a,Affluent Customer,N,Yes,16,45,2315.97
826,Marc,Waddilove,Male,92,12/25/1998,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1,22,1454.61
827,Phillis,Rudwell,Female,90,5/7/1996,,Health,Affluent Customer,N,No,5,24,4014.42
828,Darda,Kernocke,Female,93,12/14/1957,,Health,Mass Customer,N,Yes,20,63,1378.39
829,Byran,Goodfield,Male,84,1/22/2001,Environmental Tech,Financial Services,High Net Worth,N,Yes,2,19,4600.24
830,Jayson,Chilcott,Male,58,5/31/1981,VP Quality Control,Manufacturing,Affluent Customer,N,No,6,39,2506.27
831,Teddy,Keijser,Male,4,4/20/1973,Paralegal,Financial Services,Affluent Customer,N,No,11,47,1883.59
832,Shaun,Murphey,Male,30,11/30/1977,Research Assistant IV,Retail,Mass Customer,N,No,14,43,8868.62
833,Wadsworth,Hubane,Male,9,10/3/1995,Safety Technician II,n/a,High Net Worth,N,Yes,4,25,4776.1
834,Rudolf,Brandes,Male,37,4/7/1973,Environmental Tech,Financial Services,Mass Customer,N,No,3,47,722.3
835,Zachary,Matyukon,Male,85,4/22/1968,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9,52,3225.92
836,Clemence,Vautre,Female,33,4/2/1990,Actuary,Financial Services,Mass Customer,N,Yes,9,30,1768.44
837,Derick,Fasler,Male,4,1/11/1957,Internal Auditor,n/a,Mass Customer,N,Yes,13,63,1335.81
838,Hayden,Heersema,Male,27,2/3/1971,Financial Advisor,Financial Services,High Net Worth,N,No,15,49,1966.08
839,Charis,Greaves,U,14,,Structural Analysis Engineer,IT,Mass Customer,N,Yes,,,826.26
840,Chas,Carabet,Male,94,6/20/1964,VP Sales,Financial Services,Affluent Customer,N,Yes,19,56,3320.09
841,Hanan,McGreay,Male,93,9/22/1966,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8,54,8330.09
842,Mahmud,Dobbson,Male,59,8/16/1999,Compensation Analyst,Financial Services,High Net Worth,N,No,2,21,2137.18
843,Salomone,Sleford,Male,80,9/5/1989,Developer II,Manufacturing,Affluent Customer,N,Yes,9,31,2372.09
844,Tome,Tyt,Male,13,1/13/1978,Nurse Practicioner,Financial Services,High Net Worth,N,No,9,42,4730.32
845,Koressa,Maris,Female,51,12/24/1973,Associate Professor,Manufacturing,Mass Customer,N,No,3,47,1314.03
846,Alvan,Rebichon,Male,60,3/25/1954,Geologist I,Manufacturing,Affluent Customer,N,No,17,66,2129.34
847,Kelci,Morrison,Female,66,5/26/1991,Chief Design Engineer,Retail,High Net Worth,N,No,9,29,2521.58
848,Lannie,Chat,Male,79,6/25/1979,VP Product Management,Manufacturing,Mass Customer,N,No,13,41,1964.52
849,Sylvan,Capper,Male,72,9/15/1969,Librarian,Entertainment,Mass Customer,N,No,10,51,4284.21
850,Nevin,Hanfrey,Male,79,9/24/2000,Clinical Specialist,Health,Mass Customer,N,No,1,20,2838.72
851,Cammi,Tesmond,Female,19,12/30/1987,Project Manager,n/a,Affluent Customer,N,Yes,2,33,3245.12
852,Andie,Bonney,Female,37,11/4/2000,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2,20,
853,Nolana,Rotter,Female,26,10/4/1981,Media Manager I,Retail,Mass Customer,N,Yes,16,39,7263.66
854,Charisse,Thoresby,Female,35,10/24/2000,Marketing Manager,n/a,Affluent Customer,N,No,2,20,2074.13
855,Bennie,Llywarch,Female,74,10/26/1974,General Manager,Retail,High Net Worth,N,Yes,16,46,3050.76
856,Peyton,Monkeman,Male,63,10/1/1988,Quality Engineer,Financial Services,Mass Customer,N,Yes,9,32,2912.65
857,Theo,,Female,15,8/14/1964,General Manager,n/a,High Net Worth,N,No,4,56,3721.92
858,Barby,Charlwood,Female,79,6/2/1980,Internal Auditor,Financial Services,High Net Worth,N,Yes,9,40,2708.6
859,Devinne,Tommeo,Female,53,8/2/1978,Geologist I,Financial Services,Affluent Customer,N,Yes,7,42,2289.06
860,Ida,,Female,80,8/12/1980,,n/a,High Net Worth,N,Yes,7,40,3530.12
861,Rebekah,Dmych,Female,73,5/24/1977,Senior Financial Analyst,Financial Services,High Net Worth,N,No,17,43,1009.34
862,Worden,Fossitt,Male,83,12/27/1977,Information Systems Manager,Argiculture,High Net Worth,N,Yes,16,43,309.81
863,Kessiah,Logg,Female,19,9/10/1961,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,5,59,703.62
864,Regen,Nares,Male,6,3/6/1970,,Retail,High Net Worth,N,Yes,4,50,4499.38
865,Germain,De la Harpe,Female,73,4/12/1965,Desktop Support Technician,Telecommunications,Mass Customer,N,No,19,55,4261
866,Stanislaus,Gottelier,Male,28,1/5/1973,Associate Professor,n/a,Affluent Customer,N,Yes,14,47,4753.84
867,Lura,MacKim,Female,12,5/10/1973,VP Marketing,n/a,Mass Customer,N,No,17,47,4743.7
868,Effie,Duddy,Female,84,7/18/1979,VP Accounting,Financial Services,Mass Customer,N,Yes,11,41,5534.83
869,Addia,Abels,Female,7,3/11/1984,Account Representative I,Financial Services,High Net Worth,N,Yes,10,36,
870,Hugh,Wilce,Male,63,1/29/1964,Pharmacist,Health,Mass Customer,N,No,6,56,3818.97
871,Janka,Yesinin,Female,40,1/20/1992,,n/a,Mass Customer,N,Yes,5,28,3502.86
872,Suki,Ivachyov,Female,47,4/28/1971,Structural Engineer,IT,Mass Customer,N,No,13,49,75.48
873,Worthington,Penwarden,Male,37,12/23/1959,Occupational Therapist,Health,Affluent Customer,N,Yes,20,61,3226.46
874,Howard,Oseland,Male,78,5/5/2001,,Health,Mass Customer,N,Yes,1,19,2786.56
875,Caryl,Linnett,Male,34,2/23/1999,Recruiting Manager,Financial Services,Mass Customer,N,Yes,2,21,4796.96
876,Neil,Jencey,Male,44,10/6/1968,Physical Therapy Assistant,IT,High Net Worth,N,No,19,52,1171.02
877,Didi,Milne,Female,92,5/13/1988,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,3,32,4918.87
878,Clarence,Silby,Male,31,11/1/1982,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,9,38,2809.75
879,Hestia,Smetoun,Female,58,8/2/1978,,n/a,Mass Customer,N,No,12,42,852.5
880,Neely,Lundon,Female,11,12/31/1963,Internal Auditor,n/a,High Net Worth,N,Yes,10,57,1751.72
881,Carmella,O' Lone,Female,82,5/7/1980,Information Systems Manager,n/a,High Net Worth,N,No,15,40,2481.43
882,Esmaria,Lythgoe,Female,59,9/29/1965,,Property,Mass Customer,N,Yes,11,55,4571.93
883,Lolita,Bennie,U,73,,Recruiter,IT,Mass Customer,N,Yes,,,705.35
884,Pepito,Lamming,Male,11,1/30/1978,Web Designer IV,Property,Mass Customer,N,No,17,42,2770.85
885,Yancey,Wivell,Male,20,11/11/1966,Statistician IV,Financial Services,Mass Customer,N,No,18,54,863.68
886,Dawna,McCullen,Female,53,11/15/1974,Accounting Assistant III,Health,Mass Customer,N,No,11,46,4067.65
887,Patrizius,Hardinge,Male,55,11/17/1997,,Manufacturing,High Net Worth,N,No,1,23,5247.44
888,Chickie,Gulleford,Female,62,11/10/1963,Accountant IV,Manufacturing,Mass Customer,N,No,10,57,2278.7
889,Ezequiel,Coggeshall,Male,46,2/19/1967,Sales Representative,Retail,Affluent Customer,N,Yes,10,53,2357.69
890,Tony,Cordsen,Female,55,2/1/1974,Dental Hygienist,Health,Mass Customer,N,Yes,15,46,1561.06
891,Talbot,Andrioni,Male,21,8/6/1981,Occupational Therapist,Health,High Net Worth,N,Yes,9,39,2197.68
892,Conroy,Healy,U,22,,Office Assistant II,IT,Mass Customer,N,Yes,,,3941.7
893,Gibby,Fearnley,Male,97,9/11/1983,Geologist I,IT,Mass Customer,N,No,16,37,4868.87
894,Catie,Kibbey,Female,13,12/18/1970,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,9,50,3564.27
895,Juli,Curness,Female,58,9/3/1966,,n/a,Mass Customer,N,Yes,12,54,1867.17
896,Idell,Belderson,Female,25,6/10/1978,VP Sales,n/a,Mass Customer,N,No,15,42,1669.89
